,direction_东,direction_东北,direction_东南,direction_东西,direction_北,direction_南,direction_南北,direction_西,direction_西北,direction_西南,direction_nan,district_东城,district_丰台,district_北京周边,district_大兴,district_宣武,district_密云,district_崇文,district_平谷,district_延庆,district_怀柔,district_房山,district_昌平,district_朝阳,district_海淀,district_燕郊,district_石景山,district_西城,district_通州,district_门头沟,district_顺义,district_nan,rent_type_合租,rent_type_整租,rent_type_nan,pay_type_年付,pay_type_押一付一,pay_type_押一付三,pay_type_押一付二,pay_type_押一付半年,pay_type_押一付年,pay_type_押二付三,pay_type_押二付二,pay_type_押零付半年,pay_type_nan,floor,独立卫生间,电视,is_broker,阳台,area,沙发,facilities_null,热水器,衣柜,price,独立阳台,床,crawl_time,独卫,toilet_num,room_num,floor_total,冰箱,宽带网,空调,洗衣机,可做饭,hall_num,微波炉,暖气,decoration,one_room_area,one_area_price
77,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,22.0,0,0,1,0,650.0,0,1,127,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,4,7,30
78,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,26.0,0,0,1,0,900.0,0,1,127,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,3,9,35
79,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,63.0,0,0,1,0,5500.0,0,1,128,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,32,87
80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,88.0,0,0,1,0,3000.0,0,1,127,0,1.0,2.0,26.0,1,1,1,1,0,1.0,0,1,3,44,34
81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,92.0,0,0,1,0,9600.0,0,1,127,0,1.0,2.0,21.0,1,0,1,1,0,2.0,0,1,4,46,104
82,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,98.0,0,0,1,0,3000.0,0,1,276,0,1.0,2.0,10.0,1,1,1,1,0,1.0,0,1,4,49,31
83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,30.0,0,0,1,0,1200.0,0,1,294,0,1.0,1.0,6.0,1,1,1,1,0,1.0,0,1,3,30,40
84,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,50.0,0,0,1,0,2000.0,0,1,279,0,1.0,1.0,6.0,1,1,1,1,0,1.0,0,1,4,50,40
85,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,22.0,0,0,1,0,1200.0,0,1,127,0,1.0,3.0,24.0,1,1,1,1,0,1.0,0,1,3,7,55
86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,20.0,0,0,1,0,2300.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,10,115
87,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,68.0,0,0,1,0,5500.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,34,81
88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,134.0,0,0,1,0,20000.0,0,1,127,0,2.0,3.0,25.0,1,1,1,1,0,2.0,0,1,4,45,149
89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,80.0,0,0,1,0,2700.0,0,1,295,0,1.0,2.0,16.0,1,1,1,1,0,1.0,0,1,3,40,34
90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,95.0,0,0,1,0,2000.0,0,0,127,0,1.0,2.0,22.0,1,1,1,1,0,1.0,0,1,4,48,21
91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,68.0,0,0,1,0,5500.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,34,81
92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,103.0,0,0,1,0,3800.0,0,0,128,0,1.0,3.0,21.0,0,0,0,0,0,1.0,0,1,3,34,37
93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,12.0,0,0,1,0,1100.0,0,1,127,0,1.0,3.0,25.0,1,1,1,1,0,1.0,0,1,3,4,92
94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,45.0,0,0,1,0,4500.0,0,1,127,0,1.0,1.0,6.0,1,1,1,1,0,1.0,0,1,3,45,100
95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,41.0,0,0,1,0,3400.0,0,1,127,0,1.0,1.0,8.0,1,1,1,1,0,1.0,0,1,3,41,83
96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,58.0,0,0,1,0,3800.0,0,0,127,0,1.0,1.0,10.0,0,0,1,0,0,1.0,0,1,3,58,66
97,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,141.0,0,0,1,0,12000.0,0,1,127,0,2.0,3.0,21.0,1,1,1,1,0,2.0,0,1,5,47,85
98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,21.0,0,0,1,0,999.0,0,1,127,0,1.0,2.0,18.0,1,1,1,1,0,1.0,0,1,2,10,48
99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,16.0,0,0,1,0,550.0,0,1,128,0,1.0,1.0,16.0,1,1,1,1,0,1.0,0,1,3,16,34
100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,89.0,0,0,1,0,2600.0,0,1,127,0,1.0,2.0,24.0,1,0,1,1,0,1.0,0,1,3,44,29
101,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,63.0,0,0,1,0,6000.0,0,1,127,0,1.0,1.0,19.0,1,1,1,1,0,1.0,0,1,5,63,95
102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,26.0,0,0,1,0,1700.0,0,1,127,0,2.0,3.0,6.0,1,1,1,1,0,1.0,0,1,3,9,65
103,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,18.0,0,0,1,0,1000.0,0,1,127,0,2.0,3.0,18.0,1,1,1,1,0,1.0,0,1,3,6,56
104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,249.0,0,0,1,0,9500.0,0,0,127,0,3.0,8.0,6.0,1,1,1,1,0,3.0,0,1,5,31,38
105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,25.0,0,0,1,0,2100.0,0,1,127,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,4,8,84
106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,24.0,0,0,1,0,2000.0,0,1,127,0,1.0,3.0,20.0,1,1,1,1,0,1.0,0,1,3,8,83
107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,18.0,0,0,1,0,1800.0,0,1,127,0,2.0,3.0,26.0,1,1,1,1,0,2.0,0,1,3,6,100
108,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,50.0,0,0,1,0,1600.0,0,1,127,0,2.0,5.0,13.0,1,1,1,1,0,1.0,0,1,3,10,32
109,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,15.0,0,0,1,0,1500.0,0,1,127,0,1.0,4.0,25.0,1,1,1,1,0,1.0,0,1,4,4,100
110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,20.0,0,0,1,0,2000.0,0,1,128,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,3,7,100
111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,35.0,0,0,1,0,1300.0,0,1,127,0,1.0,1.0,16.0,1,0,1,1,0,1.0,0,1,4,35,37
112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,90.0,0,0,1,0,5200.0,0,1,127,0,1.0,2.0,21.0,1,1,1,1,0,1.0,0,1,4,45,58
113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,50.0,0,0,1,0,5500.0,0,1,127,0,1.0,1.0,7.0,1,1,1,1,0,1.0,0,1,4,50,110
114,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,78.0,0,0,1,0,2500.0,0,1,127,0,1.0,2.0,19.0,1,1,1,1,0,1.0,0,1,3,39,32
115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,80.0,0,0,1,0,3100.0,0,1,128,0,1.0,2.0,7.0,1,1,1,1,0,1.0,0,1,4,40,39
116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,80.0,0,0,1,0,1200.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,4,40,15
117,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,55.0,0,0,1,0,6000.0,0,1,127,0,1.0,1.0,18.0,1,1,1,1,0,1.0,0,1,3,55,109
118,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,90.0,0,0,1,0,4900.0,0,1,127,0,1.0,2.0,21.0,1,1,1,1,0,1.0,0,1,4,45,54
119,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,90.0,0,0,1,0,5800.0,0,1,127,0,1.0,2.0,28.0,1,1,1,1,0,1.0,0,1,4,45,64
120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,90.0,0,0,1,0,6400.0,0,1,127,0,1.0,2.0,25.0,1,1,1,1,0,1.0,0,1,3,45,71
121,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,56.0,0,0,1,0,1800.0,0,1,128,0,1.0,1.0,18.0,1,0,1,1,0,1.0,0,1,3,56,32
122,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,86.0,0,0,1,0,6000.0,0,1,127,0,1.0,2.0,24.0,1,1,1,1,0,1.0,0,1,3,43,70
123,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,88.0,0,0,1,0,1900.0,0,1,128,0,1.0,2.0,18.0,1,0,1,1,0,2.0,0,1,3,44,22
124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,120.0,0,0,1,0,10000.0,0,1,128,0,3.0,3.0,19.0,1,1,1,1,0,1.0,0,1,4,40,83
125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,38.0,1,0,1,1,2000.0,0,1,322,0,1.0,3.0,19.0,1,1,1,1,1,2.0,1,1,4,13,53
126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,20.0,0,0,1,0,1600.0,0,1,127,0,1.0,3.0,24.0,1,1,1,1,0,1.0,0,1,4,7,80
127,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,80.0,0,0,1,0,1200.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,4,40,15
128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,85.0,1,0,1,1,2500.0,1,1,128,1,1.0,2.0,20.0,1,1,1,1,1,1.0,0,1,4,42,29
129,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,65.0,0,0,1,0,2300.0,0,1,127,0,1.0,1.0,18.0,1,1,1,1,0,1.0,0,1,3,65,35
130,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,15.0,1,0,1,1,1800.0,1,1,127,1,1.0,3.0,28.0,1,1,1,1,1,1.0,0,1,4,5,120
131,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,90.0,0,0,1,0,6800.0,0,1,127,0,1.0,2.0,18.0,1,1,1,1,0,2.0,0,1,3,45,76
132,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,67.0,1,0,1,1,4000.0,1,1,127,1,1.0,2.0,6.0,1,1,1,1,1,1.0,0,1,3,34,60
133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,95.0,0,0,1,0,4000.0,0,1,152,0,1.0,3.0,6.0,1,1,1,1,0,2.0,0,1,3,32,42
134,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,75.0,0,0,1,0,11000.0,0,1,127,0,1.0,1.0,17.0,1,1,1,1,0,1.0,0,1,4,75,147
135,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,30.0,0,0,1,0,2900.0,0,1,127,0,1.0,3.0,20.0,1,1,1,1,0,1.0,0,1,3,10,97
136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,76.0,1,0,1,1,6600.0,1,1,127,1,1.0,2.0,30.0,1,1,1,1,1,1.0,0,1,4,38,87
137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,20.0,0,0,1,0,1250.0,0,1,147,0,1.0,2.0,9.0,1,1,1,1,0,2.0,0,1,4,10,62
138,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,135.0,0,0,1,0,6300.0,0,1,127,0,2.0,3.0,11.0,1,1,1,1,0,1.0,0,1,2,45,47
139,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,68.0,1,0,1,1,6500.0,1,1,127,1,1.0,2.0,6.0,1,1,1,1,1,1.0,0,1,3,34,96
140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,28.0,1,0,1,1,2900.0,1,1,128,1,1.0,4.0,24.0,1,0,1,1,1,1.0,0,1,4,7,104
141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,58.0,1,0,1,1,3300.0,1,1,128,1,1.0,1.0,11.0,1,1,1,1,1,1.0,0,1,4,58,57
142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,20.0,1,0,1,1,900.0,1,1,127,1,2.0,3.0,6.0,1,1,1,1,1,2.0,0,1,3,7,45
143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,80.0,0,0,1,0,7300.0,0,1,128,0,1.0,2.0,15.0,1,1,1,1,0,1.0,0,1,3,40,91
144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,90.0,0,0,1,0,3800.0,0,1,127,0,1.0,2.0,21.0,1,1,1,1,0,1.0,0,1,4,45,42
145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,60.0,1,0,1,1,6000.0,1,1,127,1,1.0,1.0,28.0,1,1,1,1,1,1.0,0,1,5,60,100
146,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,57.0,0,0,1,0,1600.0,0,1,127,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,4,19,28
147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,20.0,1,0,1,1,900.0,1,1,127,1,1.0,3.0,15.0,1,1,1,1,1,1.0,0,1,3,7,45
148,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,25.0,0,0,1,0,2800.0,0,1,128,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,3,8,112
149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,125.0,1,0,1,1,3000.0,0,1,292,0,1.0,3.0,6.0,1,1,1,1,1,1.0,0,1,3,42,24
150,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,76.0,1,0,1,1,4500.0,1,1,127,1,1.0,2.0,20.0,1,1,1,1,1,1.0,0,1,3,38,59
151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,10.0,0,0,1,0,1000.0,0,1,127,0,2.0,3.0,18.0,1,1,1,1,0,2.0,0,1,3,3,100
152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,95.0,0,0,1,0,5000.0,0,1,128,0,1.0,2.0,6.0,1,1,1,1,0,2.0,0,1,3,48,53
153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,22.0,1,0,1,1,1850.0,1,1,167,1,1.0,3.0,16.0,1,0,1,1,1,1.0,0,1,3,7,84
154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,98.0,1,0,1,1,1500.0,1,1,127,1,1.0,3.0,6.0,1,1,1,1,1,1.0,0,1,5,33,15
155,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,137.0,0,0,1,0,16000.0,0,1,128,0,2.0,2.0,33.0,1,1,1,1,0,2.0,0,1,4,68,117
156,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,75.0,0,0,1,0,2800.0,0,1,147,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,2,38,37
157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,92.0,0,0,1,0,6000.0,0,1,128,0,1.0,2.0,12.0,1,1,1,1,0,1.0,0,1,4,46,65
158,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,65.0,0,0,1,0,3200.0,0,1,127,0,1.0,1.0,11.0,1,1,1,1,0,1.0,0,1,3,65,49
159,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,90.0,1,0,1,1,2500.0,1,1,127,1,1.0,3.0,32.0,1,1,1,1,1,2.0,0,1,3,30,28
