,direction_东,direction_东北,direction_东南,direction_东西,direction_北,direction_南,direction_南北,direction_西,direction_西北,direction_西南,direction_nan,district_东城,district_丰台,district_北京周边,district_大兴,district_宣武,district_密云,district_崇文,district_平谷,district_延庆,district_怀柔,district_房山,district_昌平,district_朝阳,district_海淀,district_燕郊,district_石景山,district_西城,district_通州,district_门头沟,district_顺义,district_nan,rent_type_合租,rent_type_整租,rent_type_nan,pay_type_年付,pay_type_押一付一,pay_type_押一付三,pay_type_押一付二,pay_type_押一付半年,pay_type_押一付年,pay_type_押二付三,pay_type_押二付二,pay_type_押零付半年,pay_type_nan,floor,独立卫生间,电视,is_broker,阳台,area,沙发,facilities_null,热水器,衣柜,price,独立阳台,床,crawl_time,独卫,toilet_num,room_num,floor_total,冰箱,宽带网,空调,洗衣机,可做饭,hall_num,微波炉,暖气,decoration,one_room_area,one_area_price
28,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,98.0,0,0,1,0,2600.0,0,1,127,0,1.0,2.0,26.0,1,1,1,1,0,2.0,0,1,5,49,27
29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,70.0,0,0,1,0,5000.0,0,1,127,0,1.0,1.0,18.0,1,1,1,1,0,1.0,0,1,3,70,71
30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,86.0,0,0,1,0,4300.0,0,1,127,0,1.0,2.0,10.0,1,1,1,1,0,1.0,0,1,4,43,50
31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,20.0,0,0,1,0,900.0,0,1,127,0,2.0,3.0,16.0,1,1,1,1,0,1.0,0,1,3,7,45
32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,26.0,0,0,1,0,2200.0,0,1,127,0,1.0,3.0,24.0,1,1,1,1,0,1.0,0,1,3,9,85
33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,30.0,0,0,1,0,2000.0,0,1,127,0,2.0,3.0,6.0,1,1,1,1,0,2.0,0,1,3,10,67
34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,20.0,0,0,1,0,2000.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,10,100
35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,80.0,0,0,1,0,1700.0,0,1,127,0,1.0,2.0,33.0,1,1,1,1,0,1.0,0,1,5,40,21
36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,58.0,0,0,1,0,5700.0,0,1,127,0,1.0,1.0,13.0,1,1,1,1,0,1.0,0,1,4,58,98
37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,120.0,0,0,1,0,5700.0,0,1,127,0,1.0,3.0,32.0,1,1,1,1,0,1.0,0,1,4,40,48
38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,90.0,0,0,1,0,1350.0,0,1,127,0,1.0,3.0,18.0,1,1,1,1,0,1.0,0,0,4,30,15
39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,60.0,0,0,1,0,3000.0,0,1,127,0,1.0,1.0,15.0,1,1,1,1,0,1.0,0,1,3,60,50
40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,22.0,0,0,1,0,1000.0,0,1,127,0,2.0,4.0,6.0,1,1,1,1,0,1.0,0,1,3,6,45
41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,98.0,0,0,1,0,5400.0,0,1,127,0,1.0,2.0,28.0,1,1,1,1,0,1.0,0,1,3,49,55
42,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,19.0,0,0,1,0,1800.0,0,1,127,0,1.0,3.0,23.0,1,1,1,1,0,1.0,0,1,3,6,95
43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,15.0,0,0,1,0,1500.0,0,1,127,0,1.0,3.0,20.0,1,1,0,1,0,1.0,0,1,3,5,100
44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,15.0,0,0,1,0,2420.0,0,1,127,0,1.0,1.0,12.0,1,1,1,1,0,1.0,0,1,4,15,161
45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,60.0,0,0,1,0,4650.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,4,30,78
46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,93.0,0,0,1,0,16000.0,0,1,127,0,1.0,1.0,21.0,1,1,1,1,0,1.0,0,1,3,93,172
47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,12.0,0,0,1,0,900.0,0,1,127,0,1.0,1.0,23.0,1,1,1,1,0,1.0,0,1,4,12,75
48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,65.0,0,0,1,0,5800.0,0,1,128,0,1.0,1.0,23.0,1,1,1,1,0,1.0,0,1,4,65,89
49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,86.0,0,0,1,0,3500.0,0,1,129,0,1.0,2.0,18.0,1,0,1,1,0,1.0,0,1,3,43,41
50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,16.0,0,0,1,0,1700.0,0,1,127,0,1.0,3.0,6.0,1,1,1,1,0,1.0,0,1,4,5,106
51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,25.0,0,0,1,0,3000.0,0,1,127,0,2.0,3.0,31.0,1,1,1,1,0,1.0,0,1,3,8,120
52,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,89.0,0,0,1,0,1000.0,0,1,129,0,1.0,2.0,6.0,1,0,1,1,0,1.0,0,0,4,44,11
53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,76.0,0,0,1,0,2500.0,0,1,127,0,1.0,1.0,15.0,1,1,1,1,0,1.0,0,1,3,76,33
54,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,87.0,0,0,1,0,7800.0,0,1,147,0,1.0,2.0,30.0,1,1,1,1,0,1.0,0,1,3,44,90
55,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,73.0,0,0,1,0,4000.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,36,55
56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,150.0,0,0,1,0,15500.0,0,1,127,0,2.0,3.0,15.0,1,1,1,1,0,2.0,0,1,3,50,103
57,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,66.0,0,0,1,0,8500.0,0,1,127,0,1.0,1.0,28.0,1,1,1,1,0,1.0,0,1,3,66,129
58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,18.0,0,0,1,0,950.0,0,1,127,0,1.0,2.0,20.0,1,1,1,1,0,1.0,0,1,4,9,53
59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,28.0,0,0,1,0,1400.0,0,1,127,0,1.0,4.0,7.0,1,1,1,1,0,1.0,0,1,4,7,50
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,25.0,0,0,1,0,2300.0,0,1,127,0,1.0,4.0,18.0,1,1,1,1,0,1.0,0,1,4,6,92
61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,63.0,0,0,1,0,1800.0,0,1,127,0,1.0,1.0,18.0,1,1,1,1,0,1.0,0,1,3,63,29
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,70.0,0,0,1,0,8500.0,0,1,127,0,1.0,1.0,26.0,1,1,1,1,0,1.0,0,1,3,70,121
63,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,65.0,0,0,1,0,5000.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,3,32,77
64,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,85.0,0,0,1,0,7800.0,0,1,127,0,1.0,3.0,12.0,1,0,1,1,0,1.0,0,0,4,28,92
65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,25.0,0,0,1,0,1600.0,0,1,282,0,2.0,3.0,29.0,1,1,1,1,0,1.0,0,1,3,8,64
66,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,65.0,0,0,1,0,5200.0,0,1,127,0,1.0,2.0,6.0,1,1,1,1,0,1.0,0,1,4,32,80
67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,25.0,0,0,1,0,2200.0,0,1,127,0,2.0,3.0,22.0,1,1,1,1,0,1.0,0,1,4,8,88
68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,20.0,0,0,1,0,1100.0,0,1,127,0,1.0,3.0,12.0,1,1,1,1,0,1.0,0,1,3,7,55
69,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,127.0,0,0,1,0,18000.0,0,1,127,0,2.0,3.0,22.0,1,1,1,1,0,2.0,0,1,3,42,142
70,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,161.0,0,0,1,0,11000.0,0,1,127,0,2.0,3.0,17.0,1,1,1,1,0,2.0,0,1,3,54,68
71,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,88.0,0,0,1,0,2500.0,0,1,127,0,1.0,2.0,16.0,1,1,1,1,0,1.0,0,1,4,44,28
72,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,130.0,0,0,1,0,14000.0,0,1,127,0,2.0,2.0,30.0,1,1,1,1,0,2.0,0,1,4,65,108
73,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,119.0,0,0,0,0,3300.0,0,1,127,0,2.0,3.0,24.0,0,1,0,0,0,2.0,0,1,3,40,28
74,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,1,0,25.0,0,0,1,0,2500.0,0,1,128,0,1.0,3.0,24.0,1,1,1,1,0,1.0,0,1,3,8,100
75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,76.0,0,0,1,0,13000.0,0,1,127,0,2.0,2.0,15.0,1,1,1,1,0,2.0,0,1,3,38,171
76,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3,0,1,1,0,87.0,0,0,1,0,2200.0,0,1,127,0,1.0,2.0,32.0,1,1,1,1,0,2.0,0,1,4,44,25
