agency_name,broker_id,score,property_fee,house_count,building_count,floor,price,rent_type,pay_type,direction,room_type,is_broker,floor_total,complete_time,hall_num,room_num,area,toilet_num, 公交, 医院, 地铁, 学校, 旅游景点, 美食, 购物, 酒店, 银行,distance1000,distance1500,distance2000,distance500,crawl_time,decoration,district,zone,facilities
我爱我家,fang_2137971,37.43,,76,2,低,1100,合租,押一付年,南,次,1,21,,1,1,15,1,20,20,6,20,20,20,20,20,20,142,79,36,52,2018/2/26 4:00,精,海淀,清河,
中天置地,fang_2171265,52.29,,90,2,低,1600,合租,押零付六,南,次,1,12,,1,3,20,1,20,20,17,20,20,20,20,20,20,107,116,40,67,2018/2/26 9:00,简,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,25.68,,367,4,低,2600,合租,押一付六,北,次,0,6,2000,1,2,20,1,20,20,2,20,20,20,20,20,20,141,90,30,42,2018/2/26 14:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
,fang_2172583,57.94,,228,3,中,1000,合租,(押二付一),北,隔断,1,15,1990,1,5,15,2,20,20,5,20,20,20,20,20,20,119,117,38,65,2018/2/26 19:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
,,41.8,,138,1,中,14000,整租,押一付半年,南北,,1,11,1988,1,3,132,2,20,20,5,20,20,20,20,20,20,130,82,87,40,2018/2/27 0:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|暖气
我爱我家,fang_88355,42.95,,154,2,高,6000,整租,押零付年,南,,1,6,1976,1,2,60,1,20,20,10,20,20,20,20,20,20,130,85,38,70,2018/2/27 5:00,精,海淀,甘家口,空调|热水器|洗衣机|微波炉|冰箱|床|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2205172,42.25,,174,2,高,8300,整租,付一,南北,,1,18,,1,3,85,1,20,20,11,20,20,20,20,20,20,107,69,133,67,2018/2/27 10:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1643202,57.93,,2220,44,高,5600,整租,押一付一,南北,,1,15,1960,1,1,48,1,20,20,7,20,20,20,20,20,20,89,123,106,47,2018/2/27 15:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2065978,30.08,,78,3,中,5800,整租,付六,东,,1,24,1969,1,1,55,1,20,20,6,20,20,20,20,20,20,175,61,32,43,2018/2/27 20:00,精,海淀,军博,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1643287,23.07,,1058,16,中,2300,合租,(押二付三),南,次,1,6,1995,1,1,17,1,20,20,5,20,20,20,20,20,20,111,84,41,77,2018/2/28 1:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2252286,0,,1,1,低,850,合租,(押一付三),南,次,1,6,,1,2,20,1,20,20,13,20,20,20,20,20,20,109,71,67,71,2018/2/28 6:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
,,71.26,,90,1,,5800,整租,(押一付三) (快速贷款),南北,,1,5,,1,2,60,1,20,20,13,20,20,20,20,20,20,106,189,77,68,2018/2/28 11:00,精,海淀,航天桥,空调|热水器|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
,,39.69,,240,3,低,1650,合租,(押一付二),南,次,1,20,2001,1,2,12,1,20,20,3,20,20,20,20,20,20,124,50,49,77,2018/2/28 16:00,精,海淀,清河,热水器|床|衣柜|暖气|宽带网|可做饭|独立卫生间
我爱我家,fang_1432779,29.31,,98,3,中,3200,整租,付四,南,,1,18,,1,1,55,1,20,20,7,20,20,20,20,20,20,82,91,53,81,2018/2/28 21:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2182787,35.28,,390,1,中,2760,合租,NULL,南,主,1,22,1994,1,3,22,1,20,20,7,20,20,20,20,20,20,51,83,115,91,2018/3/1 2:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227308,71.48,,36,1,,2500,整租,押二付三,南北,,1,2,1998,1,1,25,1,20,20,12,20,20,20,20,20,20,103,68,51,96,2018/3/1 7:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,16.55,,1,1,,2900,整租,付三,南北,,0,2,,1,1,35,1,20,20,8,20,20,20,20,20,20,141,92,87,28,2018/3/1 12:00,精,海淀,蓟门桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
美丽家园,fang_2005908,34.95,,105,1,中,1500,合租,月付,南,次,1,20,2002,1,3,25,2,20,20,12,20,20,20,20,20,20,82,47,69,79,2018/3/1 17:00,简,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北京嘉诚易家房地产经纪有限公司,fang_2142294,30.94,,30,2,低,1900,合租,半年付,南,主,1,6,1984,1,2,21,1,20,20,12,20,20,20,20,20,20,83,107,39,98,2018/3/1 22:00,简,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
链家地产,fang_2121572,51.1,,18,1,低,8800,整租,其他,西南,,1,18,,1,3,95,2,20,20,12,20,20,20,20,20,20,103,70,70,64,2018/3/2 3:00,中,海淀,公主坟,空调|热水器|洗衣机|床|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,42.98,,168,2,中,6600,整租,押三付半年,,,0,6,1991,0,3,80,0,20,20,6,20,20,20,20,20,20,116,109,113,58,2018/3/2 8:00,中,海淀,定慧寺,热水器|床|暖气|宽带网|可做饭|阳台
,,44.59,,66,1,中,3800,整租,押零付一年,东,,0,10,1998,1,1,50,1,20,20,8,20,20,20,20,20,20,112,129,89,60,2018/3/2 13:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
,,21.81,,754,14,,7800,整租,,南北,,1,5,,1,2,85,1,20,20,5,20,20,20,20,20,20,127,87,34,79,2018/3/2 18:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1585648,23.79,,0,26,低,6200,整租,押一付一年,南北,,1,7,,1,2,52,1,20,20,14,20,20,20,20,20,20,98,78,51,75,2018/3/2 23:00,精,海淀,北太平庄,空调|热水器|洗衣机|冰箱|床|宽带网
,,55.08,,122,1,中,1400,合租,年付,南,次,0,18,1990,1,1,12,1,20,20,17,20,20,20,20,20,20,80,73,36,97,2018/3/3 4:00,精,海淀,清河,
,,24.5,,990,14,中,4500,整租,押一付十一,南北,,1,6,1975,1,2,74,1,20,20,10,20,20,20,20,20,20,121,102,102,46,2018/3/3 9:00,精,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鼎信地产,fang_2178923,16.64,,510,10,高,10000,整租,押二付六,南北,,1,6,1954,2,2,94,1,20,20,7,20,20,20,20,20,20,165,75,54,34,2018/3/3 14:00,中,海淀,马连洼,床
中润置家,fang_2240026,60.42,,180,3,低,900,合租,,南,次,1,20,1990,1,3,10,1,20,20,11,20,20,20,20,20,20,118,79,109,37,2018/3/3 19:00,中,海淀,世纪城,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2229357,35.84,,102,87,低,1700,合租,(押一付年),南,次,1,6,1992,1,3,16,1,20,20,4,20,18,20,20,20,20,149,196,22,81,2018/3/4 0:00,豪,海淀,航天桥,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
我爱我家,fang_2226856,39.4,,273,4,高,14000,整租,押零付一,南北,,1,10,,1,2,120,1,20,20,4,20,20,20,20,20,20,126,63,93,80,2018/3/4 5:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
我爱我家,fang_1643202,51.39,,513,8,中,5800,整租,付十二,南,,1,14,1988,1,1,60,1,20,20,5,20,20,20,20,20,20,84,156,25,62,2018/3/4 10:00,中,海淀,牡丹园,
麦田房产,fang_1482925,56.68,,129,2,,25000,整租,押一付二,南北,,1,2,,2,4,200,2,20,18,6,20,20,20,20,20,20,75,62,93,31,2018/3/4 15:00,中,海淀,四季青,床|沙发|衣柜|暖气
中原地产,fang_2090467,20.67,,12,3,中,6500,整租,押一付半年peizhi[],南北,,1,6,2005,2,2,98,1,20,20,12,20,20,20,20,20,20,97,137,47,58,2018/3/4 20:00,简,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,46.98,,88,2,中,1500,合租,押三付六,南,主,1,6,,1,3,20,1,20,20,9,20,20,20,20,20,20,101,82,42,81,2018/3/5 1:00,中,海淀,清河,空调|热水器|床|衣柜|暖气|宽带网|可做饭|独立卫生间
,,31.02,,344,2,低,5500,整租,(押一付三 ),西南,,1,9,2003,1,1,46,1,20,20,9,20,20,20,20,20,20,121,54,83,69,2018/3/5 6:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,49.66,,1781,34,低,2000,合租,可支持分期月付,南,主,0,14,1968,1,3,23,1,20,20,7,20,20,20,20,20,20,93,99,117,61,2018/3/5 11:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227171,71.52,,778,5,高,8500,整租,押二付一,南北,,1,12,2006,1,1,110,1,20,20,6,20,20,20,20,20,20,97,50,64,105,2018/3/5 16:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1114944,56.01,,180,1,低,4000,整租,押零付十二,南北,,1,6,1999,2,2,81,1,20,20,3,20,20,20,20,20,20,142,87,61,38,2018/3/5 21:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
亿成房地产,fang_1300910,35.19,,597,11,中,4800,整租,付五,南北,,1,6,1970,1,2,65,1,20,20,8,20,20,20,20,20,20,154,92,35,68,2018/3/6 2:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
21世纪信邦不动产,fang_2188476,30.73,,3196,42,中,7500,整租,押二付年,南北,,1,6,2000,1,3,82,1,20,20,,20,20,20,20,20,20,79,81,35,62,2018/3/6 7:00,精,海淀,甘家口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2226990,23.42,,124,2,中,3300,合租,押0付11,南,主,1,6,1997,1,3,20,1,20,20,6,20,20,20,20,20,20,85,114,72,26,2018/3/6 12:00,中,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
惠达家业,fang_2133144,55.22,,591,12,低,16800,整租,"(押一付一) 分期付,0压力 月供:436 元 利息:36 我要申请",南北,,1,7,1987,2,3,139,2,20,20,16,20,20,20,20,20,20,101,49,136,68,2018/3/6 17:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1794693,0,,,,,6000,整租,(押一付半年),南北,,1,5,,1,2,65,1,20,20,7,20,20,20,20,20,20,81,160,78,44,2018/3/6 22:00,中,海淀,花园桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,8.82,,414,14,中,4200,整租,押三付十二,南,,1,12,2006,1,1,47,1,20,20,13,20,20,20,20,20,20,64,76,43,94,2018/3/7 3:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|独立卫生间
链家地产,fang_407154,8.33,,100,2,高,6300,整租,付八,南北,,1,18,,1,2,88,1,20,20,4,20,9,20,20,20,20,83,56,79,22,2018/3/7 8:00,中,海淀,安宁庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1393920,36.7,,1930,26,中,13500,整租,(押一付一),东西,,1,12,1981,2,3,147,2,20,20,13,20,20,20,20,20,20,55,50,42,105,2018/3/7 13:00,中,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,fang_1065141,18.87,,384,7,低,4600,整租,押2付5,南,,1,21,,1,1,50,1,20,20,9,20,20,20,20,20,20,136,93,32,58,2018/3/7 18:00,中,海淀,蓟门桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
惠达家业,fang_2229404,20.62,,2037,42,中,7600,整租,押三付三,南北,,1,6,,1,2,75,1,20,15,3,20,20,20,20,20,20,65,94,86,62,2018/3/7 23:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,19.87,,48,2,低,2000,合租,押一年付,,次,0,10,1994,1,2,15,1,20,20,7,20,20,20,20,20,20,87,88,53,79,2018/3/8 4:00,中,海淀,北洼路,床
我爱我家,fang_2227227,24.74,,819,12,中,4750,整租,押三付年,南,,1,18,2004,1,1,55,1,20,20,16,20,20,20,20,20,20,104,66,41,93,2018/3/8 9:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248700,31.88,,469,5,中,2050,合租,季付,南,主,1,25,,1,3,21,1,20,20,12,20,20,20,20,20,20,142,78,78,39,2018/3/8 14:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
北京世纪天淇房地产经纪有限公司,fang_1975344,0,,72,1,中,1000,合租,押三付一,南,主,1,28,1984,0,1,18,1,20,20,14,20,20,20,20,20,20,144,66,75,80,2018/3/8 19:00,中,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,32.8,,116,4,,1000,合租,押一付三,东,主,0,3,1988,2,3,10,2,20,20,3,20,20,20,20,20,20,123,129,34,31,2018/3/9 0:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,14.22,,2003,23,高,8300,整租,(押二付一) (快速贷款),东南,,1,20,2008,1,3,100,1,20,20,16,20,20,20,20,20,20,77,71,67,81,2018/3/9 5:00,精,海淀,世纪城,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248671,25.67,,528,14,中,1990,合租,付十一,南,主,1,24,,1,3,20,1,20,20,15,20,20,20,20,20,20,97,107,34,64,2018/3/9 10:00,中,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2011858,27.21,,276,8,中,1150,合租,押二付二,南,次,1,6,,1,2,22,1,20,20,8,20,20,20,20,20,20,157,88,51,30,2018/3/9 15:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228263,20.2,,483,8,高,16000,整租,无押付半年,南,,1,24,2014,2,3,162,2,20,20,18,20,20,20,20,20,20,97,96,47,67,2018/3/9 20:00,中,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1676632,31.41,,492,5,低,1600,合租,付七,南,主,1,6,,1,1,30,1,20,20,3,20,20,20,20,20,20,71,114,41,63,2018/3/10 1:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,29.17,,180,5,低,2000,合租,押二付十二,南,次,1,9,,1,3,20,1,20,12,5,20,15,20,20,20,20,111,73,93,52,2018/3/10 6:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
友谊光正,fang_1747813,30.6,,252,5,高,1300,合租,押一付四,东西,主,1,6,1987,1,3,16,1,20,20,13,20,20,20,20,20,20,91,136,58,51,2018/3/10 11:00,精,海淀,人民大学,空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|阳台|独立卫生间
,,27.86,,322,6,中,2500,合租,(押一付一) (快速贷款),南,次,1,12,1984,1,3,23,1,20,20,9,20,14,20,20,20,20,108,67,76,34,2018/3/10 16:00,精,海淀,车道沟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233721,75.71,,264,11,中,900,合租,押一付十二,东,次,1,6,2006,1,3,12,1,20,20,15,20,20,20,20,20,20,89,68,73,65,2018/3/10 21:00,精,海淀,上地,热水器|床|衣柜|宽带网|可做饭|独立卫生间
我爱我家,fang_2226853,28.53,,120,2,低,3200,整租,"(押一付三 - 租房贷) 分期付,0压力 月供:835.67 元 利息:69 我要申请",南,,1,6,,1,2,30,1,20,20,15,20,20,20,20,20,20,144,69,52,64,2018/3/11 2:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鸿盛地产,fang_2126950,19.98,,1253,22,中,1200,合租,押零付三,南,次,1,16,,1,2,16,1,20,20,7,20,17,20,20,20,20,125,54,72,41,2018/3/11 7:00,中,海淀,四季青,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,20.55,,120,2,,2600,整租,"押零付半年                 ",,,0,2,,0,1,18,1,20,20,5,20,20,20,20,20,20,153,137,48,78,2018/3/11 12:00,精,海淀,大钟寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_482820,0,,,,中,5200,整租,半年付不押,南北,,1,6,,1,2,73,1,20,20,17,20,20,20,20,20,20,103,92,98,54,2018/3/11 17:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
博峰地产,fang_2164777,5.4,,180,45,中,5200,整租,押零付二,南北,,1,6,2003,1,2,65,1,20,20,11,20,20,20,20,20,20,87,86,102,67,2018/3/11 22:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北京名远地产,fang_2191328,7.69,,102,28,中,2000,合租,押零付半年,南,次,1,15,2016,1,2,15,1,20,20,7,20,20,20,20,20,20,104,64,130,65,2018/3/12 3:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
蛋壳公寓,fang_2248700,17.78,,1,1,中,2100,合租,,南,主,1,22,,1,3,20,1,20,20,11,20,20,20,20,20,20,85,75,47,86,2018/3/12 8:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2166046,17.35,,288,1,高,4800,整租,押一付年,南,,1,17,2007,1,1,42,1,20,20,5,20,20,20,20,20,20,104,89,49,83,2018/3/12 13:00,中,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中恒地产,fang_1563582,33.64,,165,1,中,20000,整租,押零付六,南北,,1,20,1985,2,3,200,2,20,20,12,20,20,20,20,20,20,82,97,72,50,2018/3/12 18:00,中,海淀,苏州街,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,50.81,,132,27,,1500,合租,押一付六,南,主,0,3,1960,1,1,15,1,20,20,11,20,20,20,20,20,20,109,103,69,34,2018/3/12 23:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2066004,51.43,,309,45,低,6800,整租,(押二付一),南北,,1,16,2000,1,2,58,1,20,20,13,20,20,20,20,20,20,95,145,38,51,2018/3/13 4:00,中,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
中恒地产,fang_49596,38.46,,56,14,中,7000,整租,押一付半年,南,,1,18,,1,1,69,1,20,20,6,20,20,20,20,20,20,105,103,95,82,2018/3/13 9:00,中,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏辉地产,fang_2112214,52.98,,472,28,高,1300,合租,押零付年,南,次,1,27,1985,1,4,13,1,20,20,7,20,20,20,20,20,20,135,89,40,43,2018/3/13 14:00,简,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
惠达家业,fang_2133144,33.66,,9,3,低,16800,整租,付一,南北,,1,7,,2,3,139,2,20,20,5,20,20,20,20,20,20,120,123,93,40,2018/3/13 19:00,精,海淀,北大清华,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|可做饭|独立卫生间
我爱我家,fang_2227131,49.55,,40,19,高,12600,整租,押一付一,东西,,1,16,,2,3,117,2,20,4,2,20,7,20,20,20,11,46,68,37,27,2018/3/14 0:00,精,海淀,航天桥,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2207169,31.32,,4,1,低,7200,整租,付六,南北,,1,12,2003,1,2,105,1,20,20,7,20,15,20,20,20,20,90,155,57,45,2018/3/14 5:00,精,海淀,田村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,25.51,,4,1,中,1500,整租,(押二付三),南北,,0,18,,1,1,50,1,20,20,7,20,20,20,20,20,20,116,70,128,40,2018/3/14 10:00,中,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
中润置家,fang_2239864,24.56,,647,17,中,750,合租,(押一付三),南,次,1,6,1956,1,3,15,1,20,20,2,20,20,20,20,20,20,106,83,46,16,2018/3/14 15:00,中,海淀,田村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
链家地产,fang_2228169,17.11,,129,1,低,6500,整租,(押一付三) (快速贷款),南,,1,6,1999,1,1,38,1,20,20,5,20,20,20,20,20,20,93,97,29,115,2018/3/14 20:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2169898,39.37,,9,1,中,6300,整租,(押一付二),南北,,1,6,,1,2,70,1,20,20,10,20,20,20,20,20,20,88,151,105,25,2018/3/15 1:00,中,海淀,双榆树,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1878477,29,,132,3,中,5000,整租,付四,南,,1,12,1980,1,1,55,1,20,19,1,20,20,20,20,20,20,125,42,78,83,2018/3/15 6:00,中,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱
链家地产,fang_1922811,42.19,,8,2,高,14000,整租,NULL,东南,,1,21,,1,3,204,2,20,20,10,20,20,20,20,20,20,168,56,91,66,2018/3/15 11:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_143473,48.95,,17,8,中,4300,整租,押二付三,南北,,1,6,1960,1,2,65,1,20,20,2,20,20,20,20,20,20,84,73,46,63,2018/3/15 16:00,精,海淀,清河,空调|热水器|洗衣机|床|衣柜|暖气|宽带网|可做饭|独立卫生间
北京名远地产,fang_2191328,51.15,,204,51,中,1500,合租,付三,南,次,1,6,,1,2,16,1,20,20,,20,20,20,20,20,20,149,86,62,61,2018/3/15 21:00,中,海淀,田村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
搜房网房天下,fang_590273,43.53,,124,31,低,6800,整租,月付,南北,,1,6,,1,2,65,1,20,20,11,20,20,20,20,20,20,144,96,86,60,2018/3/16 2:00,简,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|暖气
同程地产,fang_2234993,51.03,,4,1,低,2000,合租,半年付,南,次,1,30,,1,2,25,1,20,12,,20,20,20,20,16,20,141,119,25,91,2018/3/16 7:00,精,海淀,北大清华,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1878587,24.68,,42,1,高,5000,整租,其他,南,,1,16,1985,1,1,85,1,20,8,2,20,15,20,20,20,20,24,43,100,59,2018/3/16 12:00,精,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227016,37.5,,8,2,中,6900,整租,押三付半年,南北,,1,19,1960,1,2,90,1,20,20,5,20,20,20,20,20,20,77,90,45,107,2018/3/16 17:00,精,海淀,交通大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2058886,25.32,,16,4,低,2200,合租,押零付一年,南北,主,1,6,,1,3,25,1,20,20,2,20,17,20,20,20,20,107,128,66,31,2018/3/16 22:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
麦田房产,fang_2115523,51.72,,782,13,高,18000,整租,,南北,,1,8,1988,2,3,151,2,20,20,4,20,20,20,20,20,20,149,89,38,55,2018/3/17 3:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
北京宏天伟业房地产经纪有限公司,fang_1225009,52.46,,4,1,高,6500,整租,押一付一年,南北,,1,6,,1,3,90,1,20,20,10,20,20,20,20,20,20,157,103,63,33,2018/3/17 8:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_215395,30.47,,6,3,中,3800,整租,年付,南,,1,6,,1,1,45,1,20,20,5,20,20,20,20,20,20,68,89,65,105,2018/3/17 13:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
