agency_name,broker_id,score,property_fee,house_count,building_count,floor,price,rent_type,pay_type,direction,room_type,is_broker,floor_total,complete_time,hall_num,room_num,area,toilet_num, 公交, 医院, 地铁, 学校, 旅游景点, 美食, 购物, 酒店, 银行,distance1000,distance1500,distance2000,distance500,crawl_time,decoration,district,zone,facilities
永晟,fang_1734457,26.58,2,264,1,中,5500,整租,押三付十二,南北,,1,6,2002,1,2,65,1,20,20,9,20,20,20,20,20,20,160,129,55,59,2018/1/18 20:00,精,海淀,五棵松,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,18.32,2.08,602,2,,1600,合租,付八,,次,0,4,2002,1,3,10,1,20,20,,20,20,20,20,20,20,78,84,34,57,2018/1/19 1:00,中,海淀,甘家口,可做饭|阳台|独立卫生间
我爱我家,fang_2169910,34.74,2.1,1402,10,高,5200,整租,(押一付一),南,,1,6,2003,1,1,45,1,20,20,8,20,20,20,20,20,20,109,70,82,67,2018/1/19 6:00,中,海淀,马甸,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
爱屋吉屋,fang_2183454,23.24,2.12,886,11,高,4800,整租,押2付5,南北,,1,16,2010,2,2,89,1,20,20,13,20,20,20,20,20,20,98,60,49,93,2018/1/19 11:00,中,海淀,西三旗,床
永晟,fang_1781889,40.9,2.15,1881,1,低,4000,整租,押三付三,南,,1,6,2009,1,1,45,1,20,20,3,20,20,20,20,20,20,119,66,98,52,2018/1/19 16:00,精,海淀,五棵松,可做饭|阳台|独立卫生间
,,32.61,2.16,1319,17,低,1100,合租,押一年付,东,次,1,15,2010,1,3,13,1,20,20,2,20,20,20,20,20,20,113,91,57,59,2018/1/19 21:00,中,海淀,四季青,热水器|洗衣机|冰箱|床|沙发|衣柜|宽带网|可做饭
鹏基伟业房地产,fang_757260,29.01,2.2,594,4,中,1800,合租,押三付年,南,主,1,6,,1,2,18,1,20,20,4,20,20,20,20,20,20,107,76,58,20,2018/1/20 2:00,中,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,24.95,2.2,1307,6,,10500,整租,季付,南北,,1,5,2012,1,3,85,1,20,17,6,20,12,20,20,20,20,73,77,39,54,2018/1/20 7:00,简,海淀,北大清华,热水器|洗衣机|冰箱|床|衣柜|宽带网|可做饭
北清易家,fang_2186983,18.29,2.36,491,5,中,7000,整租,押三付一,南北,,1,6,2006,1,2,60,1,20,20,18,20,20,20,20,20,20,83,104,88,82,2018/1/20 12:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2182787,30.41,2.36,1399,19,低,2050,整租,押一付三,东南,,1,17,2004,1,3,27,1,20,20,8,20,20,20,20,20,20,146,123,74,48,2018/1/20 17:00,精,海淀,上地,
我爱我家,fang_1842407,18.68,2.4,640,6,低,6000,整租,(押二付一) (快速贷款),南,,1,24,2014,1,2,65,1,20,13,,20,20,20,20,10,20,41,55,79,52,2018/1/20 22:00,精,海淀,马甸,可做饭|阳台|独立卫生间
,,50.16,2.48,1008,5,低,3500,合租,付十一,南,主,0,6,1999,1,2,30,1,20,20,7,20,20,20,20,20,20,80,83,32,99,2018/1/21 3:00,豪,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_407154,35.85,2.5,490,1,高,4500,整租,押二付二,南,,1,12,2000,0,1,54,1,20,20,13,20,20,20,20,20,20,123,78,45,63,2018/1/21 8:00,中,海淀,安宁庄,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1431980,24.62,2.5,781,5,低,9000,整租,无押付半年,南北,,1,6,1982,2,4,135,1,20,20,7,20,20,20,20,20,20,123,129,89,38,2018/1/21 13:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1143262,7.56,2.52,1346,9,低,5000,整租,付七,南,,1,6,2004,1,2,70,1,20,20,4,20,19,20,20,20,20,117,103,46,63,2018/1/21 18:00,精,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185109,30.17,2.52,741,6,中,999,合租,押二付十二,南,次,1,6,2001,1,3,15,1,20,20,14,20,20,20,20,20,20,85,60,92,72,2018/1/21 23:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,28.39,2.6,518,5,低,1200,整租,押一付四,东,,0,15,2008,1,1,50,5,20,20,10,20,20,20,20,20,20,104,99,68,73,2018/1/22 4:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
,,20.18,2.7346,220,1,低,1375,合租,(押一付一) (快速贷款),,主,0,14,2000,1,2,20,1,20,5,,20,8,20,20,20,17,126,35,10,24,2018/1/22 9:00,精,海淀,明光桥,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_482693,24.2,2.75,153,2,中,5000,整租,押一付十二,南,,1,6,1998,1,2,70,1,20,20,8,20,20,20,20,20,20,121,90,77,101,2018/1/22 14:00,豪,海淀,航天桥,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1432779,32.97,2.77,738,6,中,4200,整租,"(押一付三 - 租房贷) 分期付,0压力 月供:835.67 元 利息:69 我要申请",南北,,1,18,1998,1,2,87,1,20,20,2,20,20,20,20,20,20,136,73,31,51,2018/1/22 19:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
蛋壳公寓,fang_2248678,23.3,2.8,204,1,中,1860,合租,押零付三,南,主,1,26,2004,1,3,19,1,20,17,2,20,10,20,20,20,20,64,77,76,11,2018/1/23 0:00,简,海淀,马连洼,床
,,34.19,2.8,752,3,高,3500,整租,"押零付半年                 ",南,,1,18,2005,1,1,43,1,20,20,11,20,,20,20,20,20,95,56,84,119,2018/1/23 5:00,精,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
中润置家,fang_2240023,33.4,2.83,556,7,中,1500,合租,半年付不押,南,主,1,6,2004,1,3,20,1,20,20,18,20,20,20,20,20,20,118,122,41,76,2018/1/23 10:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,25.03,2.9,480,1,低,6590,整租,押零付二,南北,,1,6,2006,1,2,72,1,20,20,8,20,20,20,20,20,20,102,61,67,75,2018/1/23 15:00,精,海淀,人民大学,阳台
,,25.71,2.98,614,6,中,1900,合租,押零付半年,南北,隔断,1,6,2000,1,2,20,1,20,10,1,20,19,20,20,20,20,16,109,124,25,2018/1/23 20:00,简,海淀,马甸,空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1762082,22.9,3,88,2,中,6100,整租,押三付六,南,,1,6,1992,1,2,65,1,20,20,5,20,15,20,20,20,20,81,53,53,77,2018/1/24 1:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,16.04,3.2,276,2,,2200,整租,(押一付三 ),南北,,0,3,1998,1,1,32,1,20,20,13,20,20,20,20,20,20,96,100,56,79,2018/1/24 6:00,中,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
百分百房地产,fang_2180604,8.18,3.46,496,4,高,5500,整租,可支持分期月付,南北,,1,12,2015,1,2,86,1,20,20,,20,20,20,20,20,20,105,109,62,43,2018/1/24 11:00,精,海淀,五棵松,床
都市易家,fang_2189423,51.46,3.5,1985,7,中,2100,合租,押二付一,南,主,1,6,2007,1,4,23,1,20,20,12,20,20,20,20,20,20,116,62,52,78,2018/1/24 16:00,,海淀,马连洼,
,,19.99,3.58,63,1,高,4600,整租,押零付十二,南北,,0,6,1994,1,1,45,1,20,20,12,20,20,20,20,20,20,134,70,44,42,2018/1/24 21:00,中,海淀,上地,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立卫生间
我爱我家,fang_2017028,21.45,3.6,1150,4,中,12500,整租,付五,东南,,1,12,2013,2,3,131,2,20,8,,20,16,20,20,20,8,33,50,63,33,2018/1/25 2:00,精,海淀,航天桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2245566,8.56,3.6,58,30,中,1500,合租,押二付年,南,主,1,6,2003,1,3,20,1,20,20,13,20,20,20,20,20,20,126,72,42,64,2018/1/25 7:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2017725,0,3.6,472,6,高,6800,整租,押0付11,南北,,1,12,2002,1,2,70,1,20,20,10,20,20,20,20,20,20,129,113,37,78,2018/1/25 12:00,中,海淀,甘家口,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2185110,24.75,3.68,220,1,中,2300,合租,"(押一付一) 分期付,0压力 月供:436 元 利息:36 我要申请",南,主,1,19,1999,1,3,25,1,20,20,14,20,20,20,20,20,20,61,81,91,91,2018/1/25 17:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
亿成房地产,fang_1300910,31.53,4.6,330,18,中,4000,整租,(押一付半年),南北,,1,6,2008,1,1,58,1,20,20,12,20,20,20,20,20,20,113,54,82,39,2018/1/25 22:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,14.22,4.68,599,13,高,7000,整租,押三付十二,南北,,0,6,2015,1,2,65,1,20,11,,20,20,20,20,14,20,165,121,26,22,2018/1/26 3:00,精,海淀,厂洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,23.37,4.8,666,2,低,1500,整租,付八,南,,0,6,2010,1,1,20,1,20,20,13,20,20,20,20,20,20,52,174,98,104,2018/1/26 8:00,中,海淀,车道沟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2234991,0,4.85,491,6,中,1500,合租,(押一付一),南,主,1,10,2012,1,3,25,1,20,20,5,20,20,20,20,20,20,103,130,46,40,2018/1/26 13:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228257,24.62,4.9,444,3,低,6060,整租,押2付5,北,,1,16,1995,0,1,51,1,20,20,17,20,20,20,20,20,20,102,98,66,50,2018/1/26 18:00,豪,海淀,万柳,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
鹏基伟业房地产,fang_2180976,4.57,5,646,2,低,2500,合租,押三付三,南北,主,1,22,2003,1,3,32,1,20,20,2,20,20,20,20,20,20,80,89,71,58,2018/1/26 23:00,精,海淀,清河,热水器|洗衣机|床|衣柜|暖气|宽带网
佳程美锦,fang_1837311,15.59,5,696,1,中,4000,整租,押一年付,南,,1,17,2004,1,1,50,1,20,20,12,20,20,20,20,20,20,143,92,90,111,2018/1/27 4:00,精,海淀,车道沟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,14.77,5,460,7,低,1000,合租,押三付年,南,主,0,12,2015,2,2,15,2,20,20,5,20,20,20,20,20,20,101,88,39,62,2018/1/27 9:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,15.87,5,223,2,低,7800,整租,季付,东,,1,24,2000,1,3,78,1,20,20,13,20,20,20,20,20,20,117,57,55,74,2018/1/27 14:00,精,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2207164,11.62,5.3,184,69,高,6500,整租,押三付一,南,,1,20,2008,1,2,65,1,20,20,11,20,20,20,20,20,20,94,73,40,85,2018/1/27 19:00,中,海淀,马甸,空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|独立卫生间
链家地产,fang_2215884,29.8,5.5,730,2,低,6200,整租,押一付三,东北,,1,16,2005,1,2,55,1,20,20,8,20,17,20,20,20,20,108,84,60,90,2018/1/28 0:00,精,海淀,航天桥,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1643202,8.33,5.8,289,2,高,6100,整租,(押二付一) (快速贷款),南北,,1,6,2010,1,2,64,1,20,20,4,20,20,20,20,20,20,101,85,65,68,2018/1/28 5:00,简,海淀,牡丹园,电视|空调|冰箱|床|沙发|衣柜|暖气|可做饭|阳台
中润置家,fang_2233723,13.32,5.8,697,4,中,1300,合租,付十一,南,次,1,15,2001,1,2,20,1,20,9,4,20,12,20,20,20,20,32,50,84,43,2018/1/28 10:00,中,海淀,西北旺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,28.18,6.5,1234,4,中,1400,合租,押二付二,南,次,1,12,2008,1,3,16,1,20,19,3,20,20,20,20,20,20,79,73,45,79,2018/1/28 15:00,中,海淀,苏州桥,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1880146,28.93,6.6,529,2,中,6000,整租,无押付半年,南,,1,6,2010,1,2,65,1,20,20,4,20,20,20,20,20,20,121,105,67,52,2018/1/28 20:00,精,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2229364,15.74,7,1623,13,中,2500,整租,付七,南,,1,6,1985,0,1,27,1,20,20,15,20,20,20,20,20,20,106,108,50,71,2018/1/29 1:00,中,海淀,人民大学,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
我爱我家,fang_1757365,51.1,7.8,208,2,中,5600,整租,押二付十二,东西,,1,6,2009,1,2,77,1,20,20,9,20,20,20,20,20,20,142,150,62,61,2018/1/29 6:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1515770,0,10.08,162,1,中,7700,整租,押一付四,东北,,1,29,,1,2,108,1,20,20,3,20,20,20,20,20,20,96,74,57,46,2018/1/29 11:00,中,海淀,公主坟,空调|热水器|床|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2065881,34.19,15,188,2,低,4200,整租,(押一付一) (快速贷款),东南,,1,18,,1,1,52,1,20,20,4,20,20,20,20,20,20,119,84,49,116,2018/1/29 16:00,中,海淀,北洼路,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2207164,39.33,0.2至0.85,2328,20,中,13333,整租,押一付十二,南,,1,24,1994,1,2,116,1,20,20,5,20,20,20,20,20,20,122,131,30,48,2018/1/29 21:00,中,海淀,二里庄,电视|空调|热水器|洗衣机|微波炉|冰箱|床|暖气|宽带网
鹏基伟业房地产,fang_2011858,31.04,0.4至0.61,330,6,中,1500,合租,"(押一付三 - 租房贷) 分期付,0压力 月供:835.67 元 利息:69 我要申请",南,次,1,20,1998,1,2,18,1,20,20,9,20,20,20,20,20,20,109,112,43,53,2018/1/30 2:00,精,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
福兴置地,fang_2212612,31.67,0.55至1.78,750,20,低,1800,合租,押零付三,南,主,1,6,1993,1,3,20,1,20,20,2,20,20,20,20,20,20,107,67,76,60,2018/1/30 7:00,中,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独立卫生间
信恒基业,fang_1417039,48.53,0.56至2.43,1439,17,低,1300,合租,"押零付半年                 ",东,次,1,6,1980,1,3,15,1,20,1,,8,4,20,20,7,9,35,30,25,49,2018/1/30 12:00,精,海淀,花园桥,
,,22.17,0.58至1,234,6,中,1550,合租,半年付不押,南,次,1,6,1994,1,3,18,1,20,20,10,20,20,20,20,20,20,112,100,78,22,2018/1/30 17:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1757365,7.37,0.58至1.2,1146,17,中,5000,整租,押零付二,东,,1,17,1970,1,1,55,1,20,20,3,20,20,20,20,20,20,97,106,39,56,2018/1/30 22:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1920687,13.64,0.5至0.7,895,24,高,2400,合租,押零付半年,西,次,1,6,1975,1,3,18,1,20,20,5,20,20,20,20,20,20,103,143,33,48,2018/1/31 3:00,中,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
麦田房产,fang_2245828,60.07,0.5至0.8,270,2,中,11000,整租,,东南,,1,19,1998,2,2,126,2,20,20,18,20,20,20,20,20,20,112,72,40,90,2018/1/31 8:00,中,海淀,世纪城,
,,38,0.5至1.36,1237,8,高,1500,合租,押一付年,西,次,0,10,2006,1,2,18,1,20,20,13,20,20,20,20,20,20,123,82,31,77,2018/1/31 13:00,简,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1432079,21.54,0.5至1.46,797,9,中,5500,整租,押零付六,南北,,1,6,1983,1,2,65,1,20,20,8,20,20,20,20,20,20,109,96,114,61,2018/1/31 18:00,豪,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中恒地产,fang_49596,22.7,0.5至1.7,2869,23,高,5200,整租,押一付六,东,,1,18,1982,1,1,58,1,20,20,13,20,20,20,20,20,20,73,107,77,92,2018/1/31 23:00,精,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,63.79,0.5至2.01,392,8,中,8000,整租,(押二付一),南北,,1,16,1983,2,3,135,2,20,15,9,20,19,20,20,20,20,66,40,84,59,2018/2/1 4:00,中,海淀,西二旗,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2227271,49.34,0.5至2.08,678,10,中,6000,整租,押一付半年,南,,1,18,1991,1,1,60,1,20,20,5,20,20,20,20,20,20,100,79,71,48,2018/2/1 9:00,中,海淀,北太平庄,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭
中润置家,fang_2233820,66.53,0.5至2.1,167,2,中,2300,整租,押零付年,南,,1,16,1990,1,3,20,1,20,20,6,20,20,20,20,20,20,158,107,106,48,2018/2/1 14:00,精,海淀,四季青,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,13.97,0.5至2.58,2040,20,高,5600,整租,付一,南北,,1,6,1990,1,2,60,1,20,20,3,20,20,20,20,20,20,162,100,40,21,2018/2/1 19:00,精,海淀,定慧寺,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2066164,39.48,0.5至3,494,4,中,4700,整租,押一付一,东南,,1,18,2002,1,2,78,1,20,20,9,20,20,20,20,20,20,128,138,38,87,2018/2/2 0:00,中,海淀,清河,电视|空调|热水器|洗衣机|冰箱|床|沙发|阳台|独立卫生间
我爱我家,fang_2205148,41.55,0.62至1.92,2078,24,低,6900,整租,付六,西南,,1,18,1980,1,2,65,1,20,20,11,20,20,20,20,20,20,134,131,54,121,2018/2/2 5:00,中,海淀,牡丹园,空调|热水器|床|衣柜|暖气|宽带网|可做饭|独立卫生间
我爱我家,fang_2223080,39.68,0.6至0.8,295,5,中,5100,整租,(押二付三),南北,,1,6,1983,1,2,68,1,20,20,18,20,20,20,20,20,20,126,72,72,42,2018/2/2 10:00,中,海淀,车道沟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
,,23.36,0.6至1.93,966,5,中,700,整租,(押一付三),东,,0,20,1994,1,1,65,1,20,20,10,20,20,20,20,20,20,121,108,89,51,2018/2/2 15:00,精,海淀,田村,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网|可做饭
鹏基伟业房地产,fang_2084381,24.35,0.8至1,355,5,中,1600,合租,(押一付三) (快速贷款),南,主,1,6,1963,1,3,22,1,20,8,,20,7,20,20,15,20,79,61,35,36,2018/2/2 20:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
博创嘉业,fang_2117305,39.9,0.8至1.5,496,5,中,1700,合租,(押一付二),南北,次,1,18,1991,1,3,18,1,20,5,1,20,10,20,20,20,10,78,42,89,23,2018/2/3 1:00,中,海淀,车道沟,床
,,32.97,0.8至1.58,212,2,高,5100,整租,付四,东南,,1,6,2003,1,2,62,1,20,17,3,20,20,20,20,20,20,72,78,77,75,2018/2/3 6:00,精,海淀,定慧寺,
我爱我家,fang_1878477,19.37,0.8至2.1,1935,22,中,4200,整租,NULL,东,,1,6,1987,1,1,45,1,20,2,3,11,6,20,20,20,10,83,74,35,32,2018/2/3 11:00,中,海淀,公主坟,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2228170,63.01,0.8至2.2,3479,56,高,10000,整租,押二付三,南北,,1,9,1950,2,3,144,2,20,20,11,20,20,20,20,20,20,123,91,41,33,2018/2/3 16:00,中,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
我爱我家,fang_1691124,22.13,0.93至2.02,488,4,中,6500,整租,付三,南北,,1,9,2006,2,3,125,2,20,20,9,20,20,20,20,20,20,108,69,104,68,2018/2/3 21:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2138262,25.09,1.05至1.68,1454,21,低,5000,整租,月付,南,,1,6,1997,1,1,50,1,20,20,7,20,20,20,20,20,20,151,104,42,111,2018/2/4 2:00,精,海淀,牡丹园,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台
我爱我家,fang_2203336,38.2,1.14至2.45,2588,9,低,3600,整租,半年付,东南,,1,6,2001,1,1,50,1,20,20,3,20,20,20,20,20,20,95,73,75,36,2018/2/4 7:00,中,海淀,清河,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2203374,36.57,1.18至1.6,741,3,中,5000,整租,其他,南北,,1,6,2001,1,2,70,1,20,20,4,20,20,20,20,20,20,67,90,88,89,2018/2/4 12:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
北京链家房地产经纪有限公司,fang_840262,30,1.1至1.12,926,5,中,6200,整租,押三付半年,南北,,1,18,2003,1,2,94,1,20,20,5,20,20,20,20,20,20,107,144,30,46,2018/2/4 17:00,精,海淀,上地,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中润置家,fang_2233713,16.42,1.1至1.68,1036,17,中,1600,合租,押零付一年,南,主,1,6,2004,1,3,20,1,20,20,5,20,20,20,20,20,20,135,72,65,40,2018/2/4 22:00,精,海淀,魏公村,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_2229380,35.63,1.1至2.5,868,7,高,2000,合租,,北,次,1,6,2003,1,3,16,1,20,16,6,20,20,20,20,20,20,88,44,86,110,2018/2/5 3:00,中,海淀,万寿路,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
福牛地产,fang_2171849,24.61,1.1至2.98,2256,25,中,1300,合租,押一付一年,南,主,1,6,2004,1,3,14,1,20,20,15,20,20,20,20,20,20,111,164,46,79,2018/2/5 8:00,豪,海淀,五道口,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网
,,21.21,1.1至5.9,379,3,,1200,整租,年付,西,,0,1,2003,1,1,16,1,20,20,4,20,20,20,20,20,20,124,93,68,55,2018/2/5 13:00,精,海淀,马连洼,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_1920627,14.09,1.2至2.2,390,6,中,4800,整租,押三付六,南北,,1,6,1999,1,2,65,1,20,20,5,20,20,20,20,20,20,132,109,89,41,2018/2/5 18:00,精,海淀,清河,空调|热水器|床|沙发|暖气|宽带网|可做饭|独立卫生间
惠达家业,fang_2176055,38.73,1.2至2.39,3206,22,中,4200,整租,(押一付三 ),南,,1,6,1998,1,1,45,1,20,20,2,20,20,20,20,20,20,68,86,98,59,2018/2/5 23:00,豪,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
链家地产,fang_2238535,29.68,1.38至1.8,3561,18,高,13000,整租,可支持分期月付,西南,,1,16,2003,1,2,118,1,20,20,,20,20,20,20,20,20,89,83,95,43,2018/2/6 4:00,中,海淀,苏州街,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
中天置地,fang_180018,23.59,1.46至3,1592,14,中,3600,整租,押二付一,南,,1,16,2002,1,1,38,1,20,20,15,20,20,20,20,20,20,150,77,64,47,2018/2/6 9:00,简,海淀,魏公村,电视|空调|热水器|洗衣机|微波炉|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
三品地产,fang_2214710,14.06,1.54至2.2,1773,22,中,16900,整租,押零付十二,南北,,1,8,1997,2,3,130,2,20,20,10,20,20,20,20,20,20,141,122,36,67,2018/2/6 14:00,中,海淀,北大清华,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间
我爱我家,fang_2136542,26.93,1.57至4.9,1991,15,低,7500,整租,付五,南北,,1,6,1996,1,3,88,1,20,20,11,20,20,20,20,20,20,114,93,41,55,2018/2/6 19:00,中,海淀,大钟寺,空调|热水器|床|衣柜|暖气|宽带网|可做饭|独立卫生间
