,direction_东,direction_东北,direction_东南,direction_东西,direction_北,direction_南,direction_南北,direction_朝东,direction_朝东北,direction_朝东南,direction_朝北,direction_朝南,direction_朝西,direction_朝西北,direction_朝西南,direction_西,direction_西北,direction_西南,direction_nan,district_海淀,district_nan,rent_type_合租,rent_type_整租,rent_type_nan,room_type_主,room_type_次,room_type_隔断,room_type_nan,zone_万寿路,zone_万柳,zone_上地,zone_世纪城,zone_二里庄,zone_五棵松,zone_五道口,zone_交通大学,zone_人民大学,zone_公主坟,zone_军博,zone_北大清华,zone_北太平庄,zone_北洼路,zone_北航,zone_厂洼,zone_双榆树,zone_四季青,zone_大钟寺,zone_安宁庄,zone_定慧寺,zone_明光桥,zone_清河,zone_温泉,zone_牡丹园,zone_甘家口,zone_田村,zone_白石桥,zone_航天桥,zone_花园桥,zone_苏州桥,zone_苏州街,zone_蓟门桥,zone_西三旗,zone_西二旗,zone_西北旺,zone_车道沟,zone_马甸,zone_马连洼,zone_魏公村,zone_nan,pay_type_不限,pay_type_其他,pay_type_年付,pay_type_押一付一,pay_type_押一付三,pay_type_押一付二,pay_type_押一付十一,pay_type_押一付半年,pay_type_押一付四,pay_type_押一付年,pay_type_押三付一,pay_type_押三付三,pay_type_押三付二,pay_type_押三付半年,pay_type_押三付四,pay_type_押三付年,pay_type_押二付一,pay_type_押二付三,pay_type_押二付二,pay_type_押二付五,pay_type_押二付半年,pay_type_押二付四,pay_type_押二付年,pay_type_押零付一,pay_type_押零付三,pay_type_押零付二,pay_type_押零付十一,pay_type_押零付半年,pay_type_押零付年,pay_type_面议,pay_type_nan,微波炉, 美食,decoration, 旅游景点,distance1000,floor,床,热水器, 购物,complete_time,is_broker,building_count,score,独立卫生间,冰箱,洗衣机,Unnamed: 0,可做饭, 地铁,facilities_null, 银行,宽带网,toilet_num, 酒店,price,crawl_time,沙发,暖气, 学校,property_fee,衣柜, 医院,hall_num,house_count,distance500,room_num,distance2000,distance1500,电视,阳台,area, 公交,空调,floor_total,one_room_area,one_area_price
30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,18.0,156.0,2,1,1,20.0,52.0,1.0,4.0,60.62,1,1,1,86,1,6.0,0,20.0,1,1.0,20.0,1700.0,89,1,1,20.0,1.98,1,18.0,1.0,1196.0,43.0,3.0,36.0,80.0,1,1,21.0,20.0,1,28.0,7,81
31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,2,10.0,64.0,2,1,0,20.0,54.0,1.0,1.0,23.3,0,0,0,108,0,2.0,0,20.0,0,1.0,20.0,1860.0,85,0,0,20.0,2.8,0,17.0,1.0,204.0,11.0,3.0,76.0,77.0,0,0,19.0,20.0,0,26.0,6,98
32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,4,20.0,118.0,2,1,1,20.0,54.0,1.0,7.0,33.4,1,1,1,110,1,18.0,0,20.0,1,1.0,20.0,1500.0,84,1,1,20.0,2.83,1,20.0,1.0,556.0,76.0,3.0,41.0,122.0,1,1,20.0,20.0,1,6.0,7,75
33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.0,4,20.0,126.0,2,1,1,20.0,53.0,1.0,30.0,8.56,1,1,1,119,1,13.0,0,20.0,1,1.0,20.0,1500.0,82,1,1,20.0,3.6,1,20.0,1.0,58.0,64.0,3.0,42.0,72.0,1,1,20.0,20.0,1,6.0,7,75
34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,4,20.0,61.0,2,1,1,20.0,49.0,1.0,1.0,24.75,1,1,1,121,1,14.0,0,20.0,1,1.0,20.0,2300.0,82,1,1,20.0,3.68,1,20.0,1.0,220.0,91.0,3.0,91.0,81.0,1,1,25.0,20.0,1,19.0,8,92
35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,103.0,2,1,1,20.0,62.0,1.0,6.0,0.0,1,1,1,125,1,5.0,0,20.0,1,1.0,20.0,1500.0,81,1,1,20.0,4.85,1,20.0,1.0,491.0,40.0,3.0,46.0,130.0,1,1,25.0,20.0,1,10.0,8,60
36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,101.0,1,1,1,20.0,65.0,0.0,7.0,14.77,1,1,1,129,1,5.0,0,20.0,1,2.0,20.0,1000.0,80,1,1,20.0,5.0,1,20.0,2.0,460.0,62.0,2.0,39.0,88.0,1,1,15.0,20.0,1,12.0,8,67
37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,3,20.0,107.0,1,1,1,20.0,43.0,1.0,20.0,31.67,1,1,1,143,1,2.0,0,20.0,0,1.0,20.0,1800.0,77,1,1,20.0,1.16,1,20.0,1.0,750.0,60.0,3.0,76.0,67.0,1,1,20.0,20.0,1,6.0,7,90
38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,7.0,79.0,2,1,1,20.0,13.0,1.0,5.0,24.35,1,1,1,160,1,0.0,0,20.0,1,1.0,15.0,1600.0,74,1,1,20.0,0.9,1,8.0,1.0,355.0,36.0,3.0,35.0,61.0,1,1,22.0,20.0,1,6.0,7,73
39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.0,4,20.0,135.0,2,1,1,20.0,54.0,1.0,17.0,16.42,1,1,1,170,1,5.0,0,20.0,1,1.0,20.0,1600.0,72,1,1,20.0,1.39,1,20.0,1.0,1036.0,40.0,3.0,65.0,72.0,1,1,20.0,20.0,1,6.0,7,80
40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,5,20.0,111.0,2,1,1,20.0,54.0,1.0,25.0,24.61,0,1,1,172,0,15.0,0,20.0,1,1.0,20.0,1300.0,71,0,1,20.0,2.04,0,20.0,1.0,2256.0,79.0,3.0,46.0,164.0,1,0,14.0,20.0,1,6.0,5,93
41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,100.0,2,1,1,20.0,45.0,1.0,5.0,49.03,1,1,1,184,1,4.0,0,20.0,1,1.0,20.0,1300.0,69,1,1,20.0,1.95,1,20.0,1.0,660.0,100.0,3.0,48.0,126.0,1,1,15.0,20.0,1,12.0,5,87
42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,148.0,3,1,1,20.0,63.0,1.0,41.0,8.33,0,1,1,192,1,6.0,0,20.0,1,1.0,20.0,3200.0,67,0,1,20.0,2.82,0,20.0,1.0,2227.0,56.0,3.0,85.0,131.0,1,0,28.0,20.0,1,15.0,9,114
43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,137.0,1,1,0,20.0,58.0,1.0,10.0,14.17,0,0,0,193,0,8.0,0,20.0,0,1.0,20.0,1800.0,67,0,0,20.0,3.63,0,20.0,1.0,2313.0,52.0,3.0,43.0,144.0,0,0,20.0,20.0,0,18.0,7,90
44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,20.0,3,20.0,137.0,3,1,1,20.0,54.0,1.0,20.0,23.88,0,1,1,195,1,5.0,0,20.0,1,1.0,20.0,1600.0,66,1,1,20.0,51.4,1,20.0,1.0,853.0,65.0,3.0,54.0,101.0,1,1,20.0,20.0,1,16.0,7,80
45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,5,20.0,144.0,2,1,1,20.0,54.0,1.0,11.0,15.75,1,1,1,196,1,10.0,0,20.0,1,1.0,20.0,1900.0,66,1,1,20.0,3.9,1,20.0,1.0,891.0,83.0,3.0,90.0,86.0,1,1,20.0,20.0,1,25.0,7,95
46,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,80.0,1,1,1,20.0,53.0,1.0,2.0,4.57,0,0,1,127,0,2.0,0,20.0,1,1.0,20.0,2500.0,81,0,1,20.0,5.0,1,20.0,1.0,646.0,58.0,3.0,71.0,89.0,0,0,32.0,20.0,0,22.0,11,78
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,123.0,3,1,1,20.0,54.0,1.0,22.0,20.34,1,1,1,190,1,5.0,0,20.0,1,1.0,20.0,7000.0,67,1,1,20.0,16.18,1,20.0,1.0,1540.0,81.0,3.0,30.0,83.0,1,1,120.0,20.0,1,32.0,40,58
48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,5,20.0,47.0,2,1,1,20.0,24.0,1.0,4.0,39.58,1,1,1,234,1,5.0,0,20.0,1,2.0,20.0,1600.0,58,1,1,20.0,2.4,1,5.0,2.0,225.0,68.0,5.0,55.0,34.0,1,1,18.0,20.0,1,19.0,4,89
49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,141.0,1,1,1,20.0,50.0,0.0,4.0,25.68,0,1,1,274,1,2.0,0,20.0,1,1.0,20.0,2600.0,50,1,1,20.0,2.4,1,20.0,1.0,367.0,42.0,2.0,30.0,90.0,1,0,20.0,20.0,1,6.0,10,130
50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,2,20.0,160.0,2,1,1,20.0,51.0,0.0,2.0,28.59,0,1,1,418,0,8.0,0,20.0,1,1.0,20.0,900.0,20,0,1,20.0,2.4,0,20.0,1.0,50.0,100.0,3.0,41.0,122.0,1,0,10.0,20.0,1,6.0,3,90
51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,161.0,3,1,1,20.0,40.0,1.0,15.0,58.52,1,1,1,448,1,11.0,0,20.0,1,1.0,20.0,1800.0,14,1,1,20.0,2.4,1,20.0,1.0,803.0,77.0,3.0,45.0,76.0,1,1,15.0,20.0,1,6.0,5,120
52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,3,18.0,160.0,2,1,1,20.0,40.0,1.0,2.0,30.02,1,1,1,450,1,4.0,0,20.0,1,1.0,20.0,2000.0,13,1,1,20.0,2.4,1,20.0,1.0,208.0,81.0,3.0,26.0,96.0,1,1,20.0,20.0,1,15.0,7,100
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,89.0,2,1,1,20.0,56.0,1.0,11.0,75.71,1,0,0,333,1,15.0,0,20.0,1,1.0,20.0,900.0,38,0,0,20.0,2.4,1,20.0,1.0,264.0,65.0,3.0,73.0,68.0,0,0,12.0,20.0,0,6.0,4,75
54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,3,20.0,109.0,2,1,1,20.0,40.0,1.0,13.0,29.17,1,1,1,462,1,9.0,0,20.0,1,1.0,20.0,1850.0,11,1,1,20.0,2.4,1,20.0,1.0,1076.0,51.0,3.0,150.0,75.0,1,1,18.0,20.0,1,18.0,6,103
55,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20.0,4,20.0,112.0,1,1,1,20.0,8.0,1.0,1.0,18.67,0,1,1,208,1,0.0,0,20.0,1,1.0,20.0,1500.0,64,1,1,20.0,2.4,1,20.0,1.0,88.0,61.0,3.0,35.0,107.0,1,0,18.0,20.0,1,6.0,6,83
56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,127.0,2,1,1,20.0,30.0,1.0,4.0,36.71,1,1,1,221,1,12.0,0,20.0,1,1.0,20.0,1250.0,61,1,1,20.0,2.4,1,20.0,1.0,10.0,61.0,2.0,85.0,69.0,1,1,15.0,20.0,1,6.0,8,83
57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,148.0,1,1,1,20.0,30.0,1.0,2.0,41.62,1,1,1,225,1,13.0,0,20.0,0,1.0,20.0,1980.0,60,1,1,20.0,2.4,1,20.0,1.0,144.0,47.0,3.0,65.0,98.0,1,1,22.0,20.0,1,6.0,7,90
58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,4,20.0,100.0,2,1,1,20.0,0.0,0.0,13.0,20.97,1,1,1,227,1,11.0,0,20.0,1,2.0,20.0,700.0,60,1,1,20.0,2.4,1,20.0,1.0,53.0,25.0,2.0,178.0,140.0,1,1,25.0,20.0,1,6.0,12,28
59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,2,20.0,123.0,2,1,1,20.0,8.0,1.0,3.0,48.9,1,1,1,241,1,10.0,0,20.0,1,1.0,20.0,2000.0,57,1,1,20.0,2.4,1,20.0,1.0,529.0,70.0,3.0,44.0,107.0,1,1,25.0,20.0,1,6.0,8,80
60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0,5,20.0,125.0,2,1,1,20.0,39.0,1.0,2.0,52.64,1,1,1,253,1,19.0,0,20.0,1,1.0,20.0,1550.0,54,1,1,20.0,2.4,1,20.0,1.0,316.0,78.0,3.0,47.0,66.0,1,1,20.0,20.0,1,6.0,7,78
61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,77.0,1,1,1,20.0,40.0,1.0,1.0,3.5,1,1,1,258,1,7.0,0,20.0,1,1.0,20.0,1200.0,53,1,1,20.0,2.4,1,16.0,1.0,126.0,30.0,3.0,107.0,143.0,1,1,16.0,20.0,1,6.0,5,75
62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,20.0,3,20.0,117.0,2,1,1,20.0,37.0,1.0,2.0,13.31,1,1,1,259,1,5.0,0,20.0,1,1.0,20.0,1050.0,53,1,1,20.0,2.4,1,20.0,1.0,108.0,50.0,4.0,40.0,99.0,1,1,10.0,20.0,1,6.0,2,105
63,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,17.0,64.0,2,1,1,20.0,40.0,1.0,3.0,42.5,1,1,1,260,1,5.0,0,20.0,1,1.0,20.0,1800.0,53,1,1,20.0,2.4,1,19.0,1.0,147.0,61.0,2.0,111.0,84.0,1,1,18.0,20.0,1,30.0,9,100
64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,110.0,1,1,1,20.0,38.0,1.0,5.0,57.64,0,1,1,265,1,10.0,0,20.0,1,1.0,20.0,1800.0,52,1,1,20.0,2.4,1,20.0,1.0,296.0,32.0,2.0,39.0,134.0,1,1,21.0,20.0,1,6.0,10,86
65,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,3,20.0,111.0,2,1,1,20.0,45.0,1.0,16.0,23.07,1,1,1,281,1,5.0,0,20.0,1,1.0,20.0,2300.0,48,1,1,20.0,2.4,1,20.0,1.0,1058.0,77.0,1.0,41.0,84.0,1,1,17.0,20.0,1,6.0,17,135
66,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,4,20.0,124.0,1,1,1,20.0,51.0,1.0,3.0,39.69,1,0,0,284,1,3.0,0,20.0,1,1.0,20.0,1650.0,48,0,1,20.0,2.4,1,20.0,1.0,240.0,77.0,2.0,49.0,50.0,0,0,12.0,20.0,0,20.0,6,138
