,id,crawl_time,district,zone,rent_type,room_type,price,area,room_num,hall_num,toilet_num,floor,floor_total,direction,decoration,facilities,pay_type,is_broker,agency_name,subway,bus
191,5aca568173235e59cdff1132,2018/4/9 1:50,通州,马驹桥,整租,NULL,13000,280,5,3,5,,4,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,北京金诺永诚房地产信息咨询有限公司,NULL,NULL
192,5a3154b19d3e6129192bf392,2017/12/14 0:26,丰台,草桥,合租,NULL,2050,30,2,1,1,中,16,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台,押一付三,1,中天置地,NULL,NULL
193,5a316722d4d5900b981c26b5,2017/12/14 1:45,海淀,万寿路,整租,NULL,5750,70,2,1,1,低,6,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付一,1,安馨建业,NULL,NULL
194,5a467f5398e1b866b24cee9c,2017/12/30 1:45,门头沟,大峪,整租,NULL,2900,58,1,1,1,中,24,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,NULL,1,金城阜业,NULL,NULL
195,5ab144fe9d3e613d7981391d,2018/3/21 1:29,西城,西四,整租,NULL,2300,14,1,NULL,NULL,,1,东,简,电视|热水器|衣柜|暖气,押一付三,1,NULL,NULL,NULL
196,5a7d35099d3e616fe3303c1e,2018/2/9 13:43,东城,安定门,整租,NULL,1800,48,1,1,1,高,18,东北,简,电视|空调|热水器|洗衣机|床|沙发|宽带网|独卫,押一付一,0,NULL,NULL,NULL
197,5a0e5fe433f03543b9dec757,2017/11/17 12:04,海淀,上地,合租,NULL,1400,20,1,NULL,1,低,14,北,精,电视|空调|热水器|洗衣机|冰箱|床|暖气|宽带网,押一付三,1,福兴,NULL,NULL
198,5a355489d4d590725ad5fcdc,2017/12/17 1:14,朝阳,望京,合租,NULL,600,20,3,1,2,低,28,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|独立阳台|独卫,NULL,1,铸家房地产,NULL,NULL
199,5a13ca28d4d590332130d741,2017/11/21 14:39,通州,北苑,合租,NULL,1800,30,3,2,2,中,28,南,中,电视|空调|热水器|洗衣机|冰箱|床|暖气|可做饭,押一付一,1,昊园恒业,NULL,NULL
200,599f08945f8f790acda1ebdd,2017/8/25 1:10,朝阳,常营,整租,NULL,4600,66,1,1,1,高,11,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独卫,押一付三,1,链家地产,NULL,NULL
201,5952e127ff99043b1f0b723e,2017/6/28 6:50,朝阳,酒仙桥,整租,NULL,5800,70,2,1,1,低,6,东南,豪,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付三,1,广发地产,NULL,NULL
202,5a2eb1849d3e611a3b0c27cc,2017/12/12 0:25,顺义,李桥,整租,NULL,2500,35,1,1,1,低,6,南北,简,电视|空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网,押一付三,1,金色时光,NULL,NULL
203,5a6552a69d3e6172d18178b7,2018/1/22 10:55,宣武,白纸坊,整租,NULL,4800,72,2,2,1,中,6,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,1,NULL,NULL,NULL
204,597427195f8f792600872496,2017/7/23 12:33,丰台,云岗,整租,NULL,2400,65,2,1,1,,5,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付三,1,富川房产,NULL,NULL
205,5a6552ae9d3e617295119d4f,2018/1/22 10:55,顺义,顺义城区,整租,NULL,2900,67,1,1,1,高,6,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,押一付三,1,NULL,NULL,NULL
206,59774e43a9f7e9096a78024a,2017/7/25 21:57,宣武,陶然亭,整租,NULL,6000,68,2,1,1,中,6,南,中,,押一付三,1,21世纪不动产坤德元亨,NULL,NULL
207,5ac2636373235e320acce642,2018/4/3 1:07,昌平,昌平县城,合租,NULL,1100,30,2,1,1,中,6,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,NULL,1,德胜伟业,NULL,NULL
208,59b1412a33f035593cef9ab3,2017/9/7 20:52,大兴,旧宫,整租,NULL,3500,NULL,NULL,NULL,NULL,,,,,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,NULL,1,我爱我家,NULL,NULL
209,5a99869373235e28fd5a41f9,2018/3/3 1:15,西城,小西天,合租,NULL,2500,17,2,1,1,中,17,南,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,风向标,NULL,NULL
210,5aae933573235e0f468a9a28,2018/3/19 0:26,石景山,老山,整租,NULL,4300,60,2,1,1,高,6,南北,豪,床|衣柜,押一付一,1,我爱我家,NULL,NULL
211,5ab68ab173235e36476f3bd2,2018/3/25 1:28,宣武,广安门内,整租,NULL,6000,65,2,1,1,低,6,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,我爱我家,NULL,NULL
212,59b01e56ec9854272fdbf2ef,2017/9/7 0:12,朝阳,常营,整租,NULL,5800,89,3,1,1,高,31,东北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|阳台|独卫,押一付三,1,恒洋我家,NULL,NULL
213,5a0aa309ec98545ea3c1ce56,2017/11/14 16:02,顺义,后沙峪,整租,NULL,2800,31,1,NULL,1,低,11,东,简,床,押一付三,1,北京链家房地产经纪有限公司,NULL,NULL
214,59f9e86333f0351cd3311ad7,2017/11/1 23:29,海淀,蓟门桥,合租,NULL,1300,15,3,1,1,低,11,南,精,电视|空调|热水器|洗衣机|冰箱|床|衣柜|暖气|宽带网|可做饭,押一付三,1,美丽家园,NULL,NULL
215,59f9c16b33f0351cd3303ddd,2017/11/1 20:43,朝阳,太阳宫,整租,NULL,4500,45,1,1,1,高,18,东南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|可做饭|独立阳台|独卫,NULL,1,我爱我家,NULL,NULL
216,5974ef4ca9f7e9096a75baf1,2017/7/24 2:47,房山,长阳,合租,NULL,550,20,1,1,1,,3,南北,精,热水器|洗衣机|沙发|衣柜|暖气|可做饭|独立卫生间,押一付一,1,NULL,NULL,NULL
217,59d0acbe33f035557c67ed4a,2017/10/1 16:52,海淀,肖家河,合租,NULL,1200,10,3,NULL,1,低,6,南,,热水器|洗衣机|冰箱|床|衣柜|暖气|可做饭|独立阳台,NULL,0,NULL,NULL,NULL
218,597502f65f8f792600883424,2017/7/24 4:11,昌平,霍营,整租,NULL,4800,65,2,1,1,中,6,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付三,1,美伦馨居,NULL,NULL
219,5a1dad96d4d5902ef5769f2c,2017/11/29 2:40,朝阳,来广营,整租,NULL,1300,25,1,NULL,1,,3,西南,简,热水器|床|衣柜|暖气|可做饭|独卫,押一付一,0,NULL,NULL,NULL
220,5a4915d198e1b873c1fc4861,2018/1/1 0:52,通州,北关,整租,NULL,8000,75,3,1,1,低,6,南,简,床,半年付不押,1,链家地产,NULL,NULL
221,5a5e2a6e98e1b859384d401e,2018/1/17 0:38,房山,长阳,整租,NULL,3100,89,2,1,1,中,18,南北,中,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,华熙房产,NULL,NULL
222,5adccf2e73235e47bcb86212,2018/4/23 2:06,海淀,知春路,合租,NULL,3200,35,3,1,2,高,25,南,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|独立阳台|独卫,押一付三,1,搜房网房天下,NULL,NULL
223,593070f95f8f7928ec4670f6,2017/6/2 3:54,朝阳,华威桥,整租,NULL,7000,100,2,2,1,低,24,南北,精,电视|空调|热水器|洗衣机|冰箱|床|沙发|衣柜|暖气|宽带网|可做饭|阳台|独立卫生间,押一付一,1,我爱我家,NULL,NULL
